timestamp,mmsi,name,type,lat,lon,speed,course,heading,nav_stat,session_id,is_interpolated,is_synthetic,source_camera
2026-05-27 06:39:10,244700444,AMIANTO,Cargo,51.914093,4.486019,13.08,101.28,511.0,,2026-05-27_15-35,True,False,
2026-05-27 06:39:12,244700444,AMIANTO,Cargo,51.914069,4.486211,11.41,154.46,511.0,,2026-05-27_15-35,False,False,
2026-05-27 06:39:20,244700444,AMIANTO,Cargo,51.913688,4.486506,11.41,154.46,511.0,,2026-05-27_15-35,True,False,
2026-05-27 06:39:26,900000001,SYNTH-900000001,Unknown,51.91354941841699,4.48436655901037,10.71,146.1,,,,False,True,cam2
2026-05-27 06:39:27,900000001,SYNTH-900000001,Unknown,51.91359406730271,4.48442388939183,10.71,146.1,,,,False,True,cam2
2026-05-27 06:39:28,900000001,SYNTH-900000001,Unknown,51.91359858406664,4.484462943694443,10.71,146.1,,,,False,True,cam2
2026-05-27 06:39:29,900000001,SYNTH-900000001,Unknown,51.91361719485672,4.484499811982802,10.71,146.1,,,,False,True,cam2
2026-05-27 06:39:30,244700444,AMIANTO,Cargo,51.913213,4.486874,11.41,154.46,511.0,,2026-05-27_15-35,True,False,
2026-05-27 06:39:31,900000001,SYNTH-900000001,Unknown,51.91359862016841,4.484571222532858,12.01,144.2,,,,False,True,cam2
2026-05-27 06:39:32,900000001,SYNTH-900000001,Unknown,51.913581059331925,4.48459428760681,12.01,144.2,,,,False,True,cam2
2026-05-27 06:39:33,900000001,SYNTH-900000001,Unknown,51.91357665528929,4.484631918945998,12.01,144.2,,,,False,True,cam2
2026-05-27 06:39:34,900000001,SYNTH-900000001,Unknown,51.91355767221469,4.484656851986073,12.01,144.2,,,,False,True,cam2
2026-05-27 06:39:35,900000001,SYNTH-900000001,Unknown,51.91357099047632,4.484704299211274,11.55,151.2,,,,False,True,cam2
2026-05-27 06:39:36,900000001,SYNTH-900000001,Unknown,51.913552752362094,4.484744754255088,11.55,151.2,,,,False,True,cam2
2026-05-27 06:39:37,900000001,SYNTH-900000001,Unknown,51.91356690020797,4.484793267992163,11.55,151.2,,,,False,True,cam2
2026-05-27 06:39:38,900000001,SYNTH-900000001,Unknown,51.913546992454826,4.484836468319761,11.55,151.2,,,,False,True,cam2
2026-05-27 06:39:39,900000001,SYNTH-900000001,Unknown,51.91353211251931,4.484856012029335,9.64,154.6,,,,False,True,cam2
2026-05-27 06:39:40,900000001,SYNTH-900000001,Unknown,51.91355101883729,4.484900541150607,9.64,154.6,,,,False,True,cam2
2026-05-27 06:39:40,244700444,AMIANTO,Cargo,51.912737,4.487243,11.41,154.46,511.0,,2026-05-27_15-35,True,False,
2026-05-27 06:39:41,900000001,SYNTH-900000001,Unknown,51.913505734443774,4.484890657664557,9.64,154.6,,,,False,True,cam2
2026-05-27 06:39:42,900000001,SYNTH-900000001,Unknown,51.91347935635792,4.484925303259188,9.64,154.6,,,,False,True,cam2
2026-05-27 06:39:42,900000002,SYNTH-900000002,Unknown,51.91075204869176,4.488097561410922,12.59,159.2,,,,False,True,cam1
2026-05-27 06:39:43,900000001,SYNTH-900000001,Unknown,51.91348109981766,4.484992374374667,9.56,152.9,,,,False,True,cam2
2026-05-27 06:39:43,900000002,SYNTH-900000002,Unknown,51.91075976280132,4.48810234729795,12.59,159.2,,,,False,True,cam1
2026-05-27 06:39:44,900000001,SYNTH-900000001,Unknown,51.91348330948571,4.484903058265281,9.56,152.9,,,,False,True,cam2
2026-05-27 06:39:45,900000001,SYNTH-900000001,Unknown,51.91351778781216,4.485261105886196,9.56,152.9,,,,False,True,cam2
2026-05-27 06:39:46,900000001,SYNTH-900000001,Unknown,51.9134739996758,4.485279347770459,9.56,152.9,,,,False,True,cam2
2026-05-27 06:39:47,900000001,SYNTH-900000001,Unknown,51.91349485066203,4.485063690214819,9.69,144.6,,,,False,True,cam2
2026-05-27 06:39:48,900000001,SYNTH-900000001,Unknown,51.91351849262001,4.485381433609315,9.69,144.6,,,,False,True,cam2
2026-05-27 06:39:49,900000001,SYNTH-900000001,Unknown,51.91348272547358,4.4851533536409125,9.69,144.6,,,,False,True,cam2
2026-05-27 06:39:50,244700444,AMIANTO,Cargo,51.912261,4.487611,11.41,154.46,511.0,,2026-05-27_15-35,True,False,
2026-05-27 06:39:50,900000001,SYNTH-900000001,Unknown,51.91348617389264,4.485486523600935,9.69,144.6,,,,False,True,cam2
2026-05-27 06:39:51,900000001,SYNTH-900000001,Unknown,51.9135044553648,4.485659057647918,10.88,169.0,,,,False,True,cam2
2026-05-27 06:39:52,900000001,SYNTH-900000001,Unknown,51.91349248652968,4.485629941352613,10.88,169.0,,,,False,True,cam2
2026-05-27 06:39:53,900000001,SYNTH-900000001,Unknown,51.91353742391102,4.485638432928631,10.88,169.0,,,,False,True,cam2
2026-05-27 06:39:54,900000001,SYNTH-900000001,Unknown,51.91353932010732,4.485658793192681,10.88,169.0,,,,False,True,cam2
2026-05-27 06:39:55,900000001,SYNTH-900000001,Unknown,51.91353605351997,4.485709317019023,8.75,181.1,,,,False,True,cam2
2026-05-27 06:39:56,900000001,SYNTH-900000001,Unknown,51.913545889634506,4.485719785243624,8.75,181.1,,,,False,True,cam2
2026-05-27 06:39:57,900000001,SYNTH-900000001,Unknown,51.91355745616152,4.485824316157323,8.75,181.1,,,,False,True,cam2
2026-05-27 06:39:58,900000001,SYNTH-900000001,Unknown,51.91349597404234,4.485785344036665,8.75,181.1,,,,False,True,cam2
2026-05-27 06:39:59,900000001,SYNTH-900000001,Unknown,51.91344146510845,4.485764464647353,9.84,225.1,,,,False,True,cam2
2026-05-27 06:40:00,244700444,AMIANTO,Cargo,51.911785,4.48798,9.1,221.0,511.0,,2026-05-27_15-35,False,False,
2026-05-27 06:40:00,900000001,SYNTH-900000001,Unknown,51.91338322518144,4.485751280512284,9.84,225.1,,,,False,True,cam2
2026-05-27 06:40:01,900000001,SYNTH-900000001,Unknown,51.91337418696328,4.48580764769163,9.84,225.1,,,,False,True,cam2
2026-05-27 06:40:02,900000001,SYNTH-900000001,Unknown,51.91336067854808,4.485847892744981,9.84,225.1,,,,False,True,cam2
2026-05-27 06:40:03,900000001,SYNTH-900000001,Unknown,51.91335606116916,4.485899483638765,9.43,218.6,,,,False,True,cam2
2026-05-27 06:40:06,900000001,SYNTH-900000001,Unknown,51.91332267171104,4.488362364303531,9.43,218.6,,,,False,True,cam2
2026-05-27 06:40:07,900000001,SYNTH-900000001,Unknown,51.91331791667913,4.488460305392999,11.05,210.4,,,,False,True,cam2
2026-05-27 06:40:08,900000001,SYNTH-900000001,Unknown,51.91330455711607,4.488477850330347,11.05,210.4,,,,False,True,cam2
2026-05-27 06:40:09,900000001,SYNTH-900000001,Unknown,51.91328764370637,4.488453964744723,11.05,210.4,,,,False,True,cam2
2026-05-27 06:40:10,244700444,AMIANTO,Cargo,51.911251666666665,4.487236251032448,9.161946902654869,221.38026300124483,511.0,,2026-05-27_15-35,True,False,
2026-05-27 06:40:10,900000001,SYNTH-900000001,Unknown,51.91328851369279,4.488640291635365,11.05,210.4,,,,False,True,cam2
2026-05-27 06:40:11,900000001,SYNTH-900000001,Unknown,51.91331026088621,4.488807737576618,10.6,216.4,,,,False,True,cam2
2026-05-27 06:40:12,900000001,SYNTH-900000001,Unknown,51.9134023654349,4.489218200453934,10.6,216.4,,,,False,True,cam2
2026-05-27 06:40:13,900000001,SYNTH-900000001,Unknown,51.913374423068255,4.489368972072385,10.6,216.4,,,,False,True,cam2
2026-05-27 06:40:14,900000001,SYNTH-900000001,Unknown,51.913328448985325,4.489429347705056,10.6,216.4,,,,False,True,cam2
2026-05-27 06:40:15,900000001,SYNTH-900000001,Unknown,51.91335082698037,4.4896366840174045,7.77,212.4,,,,False,True,cam2
2026-05-27 06:40:16,900000001,SYNTH-900000001,Unknown,51.91331898516541,4.489678500078624,7.77,212.4,,,,False,True,cam2
2026-05-27 06:40:17,900000001,SYNTH-900000001,Unknown,51.913303808839856,4.48994731822184,7.77,212.4,,,,False,True,cam2
2026-05-27 06:40:18,900000001,SYNTH-900000001,Unknown,51.91336188163252,4.490409277855735,7.77,212.4,,,,False,True,cam2
2026-05-27 06:40:19,900000001,SYNTH-900000001,Unknown,51.91346161788024,4.490958026504888,8.45,229.3,,,,False,True,cam2
2026-05-27 06:40:20,244700444,AMIANTO,Cargo,51.910718333333335,4.486492602064897,9.223893805309734,221.76068201934427,511.0,,2026-05-27_15-35,True,False,
2026-05-27 06:40:20,900000001,SYNTH-900000001,Unknown,51.913401488668086,4.491036988011609,8.45,229.3,,,,False,True,cam2
2026-05-27 06:40:21,900000001,SYNTH-900000001,Unknown,51.91348022864438,4.491350757464318,8.45,229.3,,,,False,True,cam2
2026-05-27 06:40:22,900000001,SYNTH-900000001,Unknown,51.91337385100034,4.490837112872483,8.45,229.3,,,,False,True,cam2
2026-05-27 06:40:23,900000001,SYNTH-900000001,Unknown,51.913401488668086,4.491036988011609,7.96,223.8,,,,False,True,cam2
2026-05-27 06:40:24,900000001,SYNTH-900000001,Unknown,51.91345284789322,4.491473920300901,7.96,223.8,,,,False,True,cam2
2026-05-27 06:40:25,900000001,SYNTH-900000001,Unknown,51.9134835019247,4.4926999662537215,7.96,223.8,,,,False,True,cam2
2026-05-27 06:40:26,900000001,SYNTH-900000001,Unknown,51.91340063286088,4.493141075783868,7.96,223.8,,,,False,True,cam2
2026-05-27 06:40:27,900000001,SYNTH-900000001,Unknown,51.91345295522637,4.493790992064712,9.82,219.0,,,,False,True,cam2
2026-05-27 06:40:28,900000001,SYNTH-900000001,Unknown,51.9134106894216,4.493846491001712,9.82,219.0,,,,False,True,cam2
2026-05-27 06:40:29,900000001,SYNTH-900000001,Unknown,51.91337828193666,4.493763913126462,9.82,219.0,,,,False,True,cam2
2026-05-27 06:40:30,900000001,SYNTH-900000001,Unknown,51.913449128283936,4.494457197615596,9.82,219.0,,,,False,True,cam2
2026-05-27 06:40:30,244700444,AMIANTO,Cargo,51.910185,4.485748953097345,9.2858407079646,222.141223592,511.0,,2026-05-27_15-35,True,False,
2026-05-27 06:40:31,900000001,SYNTH-900000001,Unknown,51.91344132377209,4.4946072604677,9.49,211.7,,,,False,True,cam2
2026-05-27 06:40:32,900000001,SYNTH-900000001,Unknown,51.91345298586369,4.494734459297228,9.49,211.7,,,,False,True,cam2
2026-05-27 06:40:33,900000001,SYNTH-900000001,Unknown,51.913476648421245,4.496121454956424,9.49,211.7,,,,False,True,cam2
2026-05-27 06:40:34,900000001,SYNTH-900000001,Unknown,51.91357688645701,4.497095118125935,9.49,211.7,,,,False,True,cam2
2026-05-27 06:40:35,900000001,SYNTH-900000001,Unknown,51.91348478177074,4.4970215671475655,7.56,215.3,,,,False,True,cam2
2026-05-27 06:40:36,900000001,SYNTH-900000001,Unknown,51.91351037132738,4.497182450763324,7.56,215.3,,,,False,True,cam2
2026-05-27 06:40:37,900000001,SYNTH-900000001,Unknown,51.913441688881285,4.497078147031469,7.56,215.3,,,,False,True,cam2
2026-05-27 06:40:38,900000001,SYNTH-900000001,Unknown,51.91347159021711,4.497432286867825,7.56,215.3,,,,False,True,cam2
2026-05-27 06:40:39,900000001,SYNTH-900000001,Unknown,51.91339568991548,4.49733302367005,10.07,220.7,,,,False,True,cam2
2026-05-27 06:40:40,900000001,SYNTH-900000001,Unknown,51.91333509056285,4.4972181073315705,10.07,220.7,,,,False,True,cam2
2026-05-27 06:40:40,244700444,AMIANTO,Cargo,51.90965166666667,4.4850053041297935,9.34778761061947,222.5218541921085,511.0,,2026-05-27_15-35,True,False,
2026-05-27 06:40:41,900000001,SYNTH-900000001,Unknown,51.91331014199593,4.497250863901841,10.07,220.7,,,,False,True,cam2
2026-05-27 06:40:42,900000001,SYNTH-900000001,Unknown,51.91329477011185,4.497465527193443,10.07,220.7,,,,False,True,cam2
2026-05-27 06:40:43,900000001,SYNTH-900000001,Unknown,51.91327672738118,4.4976881327125176,8.62,224.7,,,,False,True,cam2
2026-05-27 06:40:44,900000001,SYNTH-900000001,Unknown,51.913221373796254,4.497561893019161,8.62,224.7,,,,False,True,cam2
2026-05-27 06:40:45,900000001,SYNTH-900000001,Unknown,51.91322541593633,4.497959006921324,8.62,224.7,,,,False,True,cam2
2026-05-27 06:40:46,900000001,SYNTH-900000001,Unknown,51.91323204958479,4.498371725958889,8.62,224.7,,,,False,True,cam2
2026-05-27 06:40:47,900000001,SYNTH-900000001,Unknown,51.91323162225592,4.498814102279835,9.2,218.0,,,,False,True,cam2
2026-05-27 06:40:48,900000001,SYNTH-900000001,Unknown,51.91322392934959,4.499053222845404,9.2,218.0,,,,False,True,cam2
2026-05-27 06:40:49,900000001,SYNTH-900000001,Unknown,51.9132720602926,4.499712021101447,9.2,218.0,,,,False,True,cam2
2026-05-27 06:40:50,244700444,AMIANTO,Cargo,51.90911833333333,4.484261655162242,9.409734513274335,222.90254024545015,511.0,,2026-05-27_15-35,True,False,
2026-05-27 06:40:50,900000001,SYNTH-900000001,Unknown,51.91324877878105,4.499995640970166,9.2,218.0,,,,False,True,cam2
2026-05-27 06:41:00,900000002,SYNTH-900000002,Unknown,51.914688408079456,4.486138438544455,8.43,225.0,,,,False,True,cam2
2026-05-27 06:41:01,900000002,SYNTH-900000002,Unknown,51.914730494347005,4.486124187065002,8.43,225.0,,,,False,True,cam2
2026-05-27 06:41:07,900000002,SYNTH-900000002,Unknown,51.91466884964999,4.485491642367889,9.58,232.5,,,,False,True,cam2
2026-05-27 06:41:08,900000002,SYNTH-900000002,Unknown,51.91467076771824,4.485455084746976,9.58,232.5,,,,False,True,cam2
2026-05-27 06:41:11,900000002,SYNTH-900000002,Unknown,51.914678149706766,4.485184137065407,10.41,218.5,,,,False,True,cam2
2026-05-27 06:41:12,900000002,SYNTH-900000002,Unknown,51.91471411855692,4.485168514492431,10.41,218.5,,,,False,True,cam2
